ACTIONTYPE,ACTIONDATE,ASSISTANCETYPE,RECORDTYPE,FAIN,AWARDMODIFICATIONAMENDMENTNUM,URI,CORRECTIONLATEDELETEIND,FISCALYEARANDQTRCORRECTION,SAI_NUM,AWARDEEORRECIPIENTLEGALENTITYNAME,AWARDEEORRECIPIENTUNIQUEIDENTIFIER,LEGALENTITYADDRLINE1,LEGALENTITYADDRLINE2,LEGALENTITYADDRLINE3,LEGALENTITYCITYNAME,LEGALENTITYSTATECD,LEGALENTITYZIP5,LEGALENTITYZIPLAST4,LEGALENTITYCOUNTRYCD,LEGALENTITYFOREIGNCITYNAME,LEGALENTITYFOREIGNPROVINCENAME,LEGALENTITYFOREIGNPOSTALCD,LEGALENTITYCONGRESSIONALDISTRICT,BUSINESSTYPES,FUNDINGAGENCYCD,FUNDINGSUBTIERAGENCYCD,FUNDINGOFFICECD,AWARDINGAGENCYCD,AWARDINGSUBTIERAGENCYCD,AWARDINGOFFICECD,CFDA_NUM,PRIMPLACEOFPERFORMANCECD,PRIMPLACEOFPERFORMANCECOUNTRYCD,PRIMPLACEOFPERFORMANCEZIP+4,PRIMPLACEOFPERFORMANCEFOREIGNLOCATIONDESC,PRIMPLACEOFPERFORMANCECONGRESSIONALDISTRICT,AWARDDESC,PERIODOFPERFORMANCESTARTDATE,PERIODOFPERFORMANCECURRENTENDDATE,FEDERALACTIONOBLIGATION,NONFEDERALFUNDINGAMOUNT,FACEVALUEOFDIRECTLOANORLOANGUARANTEE,ORIGINALLOANSUBSIDYCOST,BUSINESSFUNDSINDICATOR
A,20200810,07,2,5793748209,1,,,,SAI Exempt,HAIR IN ACTION LLC,,46 215 HEEIA STREET,,,KANEOHE,HI,96744,4116,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,HI**003,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,10000.00,1362.00,NON
A,20200810,07,2,5795638204,1,,,,SAI Exempt,WILLIAM D. HANSON,,605 POWELL ROAD,,,LENOIR,NC,28645,4519,USA,,,,11,PR,073,7300,732990,073,7300,732990,59.008,NC**027,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,10800.00,1470.96,NON
A,20200810,07,2,5802358202,1,,,,SAI Exempt,DMK DJK VENTURES LTD. CO.,,PO BOX 169,,,EASTWOOD,KY,40018,0169,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,KY**111,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,86600.00,11794.92,NON
A,20200810,07,2,5817008205,1,,,,SAI Exempt,HAILU BELETE,,1239 TWIG TERRACE,,,SILVER SPRING,MD,20905,7047,USA,,,,08,PR,073,7300,732990,073,7300,732990,59.008,MD**031,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,15700.00,2138.34,NON
A,20200810,07,2,5817718206,1,,,,SAI Exempt,DOCS TRANSPORTATION LLC,,92 2ND RD,,,ALTAMONT,TN,37301,1706,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,TN**061,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,34500.00,4698.90,NON
A,20200810,07,2,5827268206,1,,,,SAI Exempt,CHARLES H. GRAY,,442 ONEIDA RIVER RD LOT 14,,,PENNELLVILLE,NY,13132,3194,USA,,,,24,PR,073,7300,732990,073,7300,732990,59.008,NY**075,USA,,,24,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,6900.00,939.78,NON
A,20200810,07,2,5832888209,1,,,,SAI Exempt,OXFORD CONSTRUCTION LLC,,991 WHITE POINT BLVD,,,CHARLESTON,SC,29412,4338,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,SC**019,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,16500.00,2247.30,NON
A,20200810,07,2,5919958209,1,,,,SAI Exempt,QUARTER-VEND LLC,,6714 MANDY LANE,,,TYLER,TX,75703,5960,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,TX**423,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,9900.00,1348.38,NON
A,20200810,07,2,5919568210,1,,,,SAI Exempt,TANJA MORRIS,,415 TEQUILA RNCH,,,SAN ANTONIO,TX,78245,3473,USA,,,,23,PR,073,7300,732990,073,7300,732990,59.008,TX**029,USA,,,23,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,21500.00,2928.30,NON
A,20200810,07,2,5919588205,1,,,,SAI Exempt,SANTA ANA NAILS INC,,1935 E 17TH ST SUITE B,,,SANTA ANA,CA,92705,6859,USA,,,,45,R,073,7300,732990,073,7300,732990,59.008,CA**059,USA,,,45,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,35600.00,4848.72,NON
A,20200810,07,2,5925028208,1,,,,SAI Exempt,SARIT SKIN CARE LLC.,,451 CRESTDALE LN,,,LAS VEGAS,NV,89144,1005,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,NV**003,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,10000.00,1362.00,NON
A,20200810,07,2,5931198209,1,,,,SAI Exempt,TIMOTHY HAYNACKIE PA,,4000 PONCE DE LEON BLVD STE 700,,,CORAL GABLES,FL,33146,1434,USA,,,,27,R,073,7300,732990,073,7300,732990,59.008,FL**086,USA,,,27,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,40000.00,5448.00,NON
A,20200810,07,2,5934578200,1,,,,SAI Exempt,ARMANDELL RISK SOLUTIONS LLC,,100 CALLE DEL MUELLE APT 31103,,,SAN JUAN,PR,00901,2686,USA,,,,98,R,073,7300,732990,073,7300,732990,59.008,PR**127,USA,,,98,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,100000.00,13620.00,NON
A,20200810,07,2,5934588203,1,,,,SAI Exempt,THE HOMESTEADER CAFE LLC,,2145 S 49TH STREET,,,KANSAS CITY,KS,66106,2469,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,MO**095,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,75000.00,10215.00,NON
A,20200810,07,2,5944608200,1,,,,SAI Exempt,MARIBEL DOMINGUEZ,,8548 NW 57TH DR,,,CORAL SPRINGS,FL,33067,0810,USA,,,,22,PR,073,7300,732990,073,7300,732990,59.008,FL**053,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,14200.00,1934.04,NON
C,20201013,07,2,5944608200,17,,,,SAI Exempt,MARIBEL DOMINGUEZ,,8548 NW 57TH DR,,,CORAL SPRINGS,FL,33067,0810,USA,,,,22,PR,073,7300,732990,073,7300,732990,59.008,FL**053,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,-14200.00,-1934.04,NON
A,20200810,07,2,5948988206,1,,,,SAI Exempt,KENNETH KAPADOBI,,14959 E ARCHER CIR,,,AURORA,CO,80012,6299,USA,,,,06,PR,073,7300,732990,073,7300,732990,59.008,CO**005,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,18000.00,2451.60,NON
A,20200810,07,2,5958208210,1,,,,SAI Exempt,HANDS TO LEND ASSISTED LIVING LLC,,17346 CHESTNUT BLUFF DR,,,HOUSTON,TX,77095,5062,USA,,,,07,R,073,7300,732990,073,7300,732990,59.008,TX**201,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,42800.00,5829.36,NON
A,20200810,07,2,5958938206,1,,,,SAI Exempt,HARFORD SOUND LLC,,1809 FASHION CT SUITE 107,,,JOPPA,MD,21085,3203,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,MD**025,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,135000.00,18387.00,NON
A,20200810,07,2,5972798208,1,,,,SAI Exempt,LUIS S. MARTINEZ,,3A STREET Z1 BUILDING FLAMBOYAN GARDENS,,,GUAYNABO,PR,00969,1000,USA,,,,98,PR,073,7300,732990,073,7300,732990,59.008,PR**061,USA,,,98,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,27900.00,3799.98,NON
A,20200810,07,2,5975208201,1,,,,SAI Exempt,"JFT BOOKKEEPING & ACCOUNTING SERVICES, LLC",,1000 SMITHTOWN AVE,,,BOHEMIA,NY,11716,3810,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,NY**103,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,9700.00,1321.14,NON
A,20200810,07,2,5978178200,1,,,,SAI Exempt,SOLUTIONS IN MUSIC CORP,,20721 NW 1ST STREET,,,PEMBROKE PINES,FL,33029,3514,USA,,,,23,R,073,7300,732990,073,7300,732990,59.008,FL**011,USA,,,23,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,15000.00,2043.00,NON
A,20200810,07,2,5978188203,1,,,,SAI Exempt,ANALYTICS CORPORATION,,102 MEADOWGLADES LANE,,,CARY,NC,27518,9740,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,VA**085,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,144000.00,19612.80,NON
A,20200810,07,2,5984338207,1,,,,SAI Exempt,"MIRS ORIENTAL RUGS, INC.",,4289 SHADOW RIDGE,,,OKEMOS,MI,48864,2458,USA,,,,08,R,073,7300,732990,073,7300,732990,59.008,MI**065,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,60800.00,8280.96,NON
A,20200810,07,2,5992018205,1,,,,SAI Exempt,"SINGH 'N' KAUR LIMO ,LLC",,765 MONTAGUE EXPY APT 452,,,MILPITAS,CA,95035,8854,USA,,,,17,R,073,7300,732990,073,7300,732990,59.008,CA**085,USA,,,17,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,21400.00,2914.68,NON
A,20200810,07,2,5994028201,1,,,,SAI Exempt,DUNNING TRANSPORT LLC,,5899 WISTERIA LN,,,GUTHRIE,OK,73044,4442,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,OK**083,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,69500.00,9465.90,NON
C,20200815,07,2,5994028201,13,,,,SAI Exempt,DUNNING TRANSPORT LLC,,5899 WISTERIA LN,,,GUTHRIE,OK,73044,4442,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,OK**083,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,-54500.00,-7422.90,NON
A,20200810,07,2,6000138209,1,,,,SAI Exempt,KAREN RAYMES,,835 PERRY DR,,,GATLINBURG,TN,37738,3423,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,TN**155,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,40400.00,5502.48,NON
C,20200831,07,2,6000138209,14,,,,SAI Exempt,KAREN RAYMES,,835 PERRY DR,,,GATLINBURG,TN,37738,3423,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,TN**155,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,-25400.00,-3459.48,NON
A,20200810,07,2,6010968204,1,,,,SAI Exempt,JLS FITNESS CORP,,3182 SIDERWHEEL DR,,,ROCKLEDGE,FL,32955,6022,USA,,,,08,R,073,7300,732990,073,7300,732990,59.008,FL**009,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,43700.00,5951.94,NON
A,20200810,07,2,6011608203,1,,,,SAI Exempt,ELAINE MANFREDI,,4130 WARING ROAD APT 19,,,OCEANSIDE,CA,92056,4433,USA,,,,49,PR,073,7300,732990,073,7300,732990,59.008,CA**073,USA,,,49,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,16300.00,2220.06,NON
A,20200810,07,2,6014258200,1,,,,SAI Exempt,EDWARD REED,,4631 TREASURE LN,,,PEARLAND,TX,77584,9630,USA,,,,22,PR,073,7300,732990,073,7300,732990,59.008,TX**039,USA,,,22,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,79000.00,10759.80,NON
A,20200810,07,2,6019728209,1,,,,SAI Exempt,JENNIFER MCLEAN,,5861 19TH AVE,,,SACRAMENTO,CA,95820,3137,USA,,,,06,PR,073,7300,732990,073,7300,732990,59.008,CA**067,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,12300.00,1675.26,NON
A,20200810,07,2,6023788208,1,,,,SAI Exempt,INK SPOT PRINTING CORP,,4100 RICE ST STE 10,,,LIHUE,HI,96766,1447,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,HI**007,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,150000.00,20430.00,NON
A,20200810,07,2,6031358208,1,,,,SAI Exempt,M&M TRANSPORTING AND HAULING LLC,,19211 CHURCH RD,,,CHESTERFIELD,VA,23803,1305,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,VA**041,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,37000.00,5039.40,NON
A,20200810,07,2,6032848204,1,,,,SAI Exempt,EAM TRANSPORTATION LLC,,164 Elmsbury Court,,,Columbus,OH,43213,3630,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,OH**049,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,79200.00,10787.04,NON
A,20200810,07,2,6032868210,1,,,,SAI Exempt,BUILT SOLID CONSTRUCTION LLC,,16822 MURCOTT BLVD,,,LOXAHATCHEE,FL,33470,2759,USA,,,,18,R,073,7300,732990,073,7300,732990,59.008,FL**099,USA,,,18,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,70000.00,9534.00,NON
A,20200810,07,2,6035798208,1,,,,SAI Exempt,"ELITE COMMUNITY COUNSELING, LLC",,212 W MCGREOR STREET,,,PAGELAND,SC,29728,2137,USA,,,,07,R,073,7300,732990,073,7300,732990,59.008,SC**025,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,35000.00,4767.00,NON
A,20200810,07,2,6035138209,1,,,,SAI Exempt,"WEST READING OPTICAL, INC",,301 PENN AVENUE SUITE 100,,,WEST READING,PA,19611,1264,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,PA**011,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,115500.00,15731.10,NON
A,20200810,07,2,6035538200,1,,,,SAI Exempt,"COLLEGIATE SPORTS OF AMERICA, INC.",,22900 VENTURA BLVD SUITE 100,,,WOODLAND HILLS,CA,91364,1278,USA,,,,30,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,30,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,107900.00,14695.98,NON
A,20200810,07,2,6036138200,1,,,,SAI Exempt,"CAPTAIN SAWYER'S BED AND BREAKFAST, LLC",,55 Commercial Street,,,Gloucester,MA,01930,5047,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,ME**015,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,60600.00,8253.72,NON
A,20200810,07,2,6036748206,1,,,,SAI Exempt,KREATIVE AD INC,,URB SUMMI HILLS 623 CALLE HILLSIDE,,,SAN JUAN,PR,00920,1100,USA,,,,98,R,073,7300,732990,073,7300,732990,59.008,PR**127,USA,,,98,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,44000.00,5992.80,NON
A,20200810,07,2,6041388210,1,,,,SAI Exempt,KEVIN VU,,73 ALGRACE BLVD,,,STAFFORD,VA,22556,8608,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,VA**179,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,100000.00,13620.00,NON
A,20200810,07,2,6041398202,1,,,,SAI Exempt,DJACK PARTNERS LLC,,1609 Sunset Hill Drive,,,Rockwall,TX,75087,3229,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,TX**397,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,25500.00,3473.10,NON
A,20200810,07,2,6045678200,1,,,,SAI Exempt,LITTLE STARS OF FAITH CHILDCARE & LEARNING CENTER INC,,1249 S 50TH ST,,,PHILA,PA,19143,5101,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,PA**101,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,50000.00,6810.00,NON
A,20200810,07,2,6050048204,1,,,,SAI Exempt,SOLID ROCK OF PICKENS LLC,,107 Country Creek Drive,,,Pickens,SC,29671,7311,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,SC**077,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,144800.00,19721.76,NON
A,20200810,07,2,6068058205,1,,,,SAI Exempt,"THAKER HOLDINGS, LLC",,22408 VALLEY BROOK LANE,,,CLEVELAND,OH,44119,0001,USA,,,,11,R,073,7300,732990,073,7300,732990,59.008,OH**035,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,22300.00,3037.26,NON
A,20200810,07,2,6068068208,1,,,,SAI Exempt,SHELLY FREENEY LLC,,2612 ZOELLER DRIVE,,,PLANO,TX,75025,5032,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,TX**085,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,4200.00,572.04,NON
A,20200810,07,2,6086478206,1,,,,SAI Exempt,ANADOLU LLC,,2805 ALTON DR,,,CHAMPAIGN,IL,61821,4674,USA,,,,13,R,073,7300,732990,073,7300,732990,59.008,IL**019,USA,,,13,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,34700.00,4726.14,NON
A,20200810,07,2,6099558205,1,,,,SAI Exempt,"DARNELL BROWNING INSURANCE AGENCY, INC.",,6050 HARNESS RD,,,BATON ROUGE,LA,70817,3307,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,LA**033,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,138000.00,18795.60,NON
A,20200810,07,2,6105198201,1,,,,SAI Exempt,ASHLEY PAYNE,,5415 NW 13TH PL,,,OCALA,FL,34482,7407,USA,,,,02,PR,073,7300,732990,073,7300,732990,59.008,FL**083,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,47500.00,6469.50,NON
A,20200810,07,2,6105208202,1,,,,SAI Exempt,AMAZING CUTS LLC,,3055 N MAIN ST NW,,,KENNESAW,GA,30144,2787,USA,,,,11,R,073,7300,732990,073,7300,732990,59.008,TX**157,USA,,,22,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,19900.00,2710.38,NON
A,20200810,07,2,6105218205,1,,,,SAI Exempt,SCOTT SHIPP,,154 HELTON,,,GRANBURY,TX,76049,1335,USA,,,,11,PR,073,7300,732990,073,7300,732990,59.008,TX**221,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,21500.00,2928.30,NON
A,20200810,07,2,6105238200,1,,,,SAI Exempt,PROPER FOOLS LLC,,85 8TH AVENUE APT 1A,,,NEW YORK,NY,10011,5122,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,NY**061,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,119000.00,16207.80,NON
C,20200928,07,2,6105218205,20,,,,SAI Exempt,SCOTT SHIPP,,154 HELTON,,,GRANBURY,TX,76049,1335,USA,,,,11,PR,073,7300,732990,073,7300,732990,59.008,TX**221,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,-11500.00,-1566.30,NON
A,20200810,07,2,6112588209,1,,,,SAI Exempt,WILLIAMSTON STRENGTH & CONDITIONING LC,,309 E RIVERSIDE ST,,,WILLIAMSTON,MI,48895,1144,USA,,,,08,R,073,7300,732990,073,7300,732990,59.008,MI**065,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,30800.00,4194.96,NON
A,20200810,07,2,6113108207,1,,,,SAI Exempt,ALMOST SCIENCE LLC,,46 little town lane,,,Bedford,NY,10506,1725,USA,,,,18,R,073,7300,732990,073,7300,732990,59.008,NY**119,USA,,,18,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,81700.00,11127.54,NON
A,20200810,07,2,6117628207,1,,,,SAI Exempt,STR8 WAY TRUCKING INC,,4226 KENTUCKY ST,,,GARY,IN,46409,2036,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,IN**089,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,97700.00,13306.74,NON
A,20200810,07,2,6118628209,1,,,,SAI Exempt,"CO LEWIS TRUCKING, LLC",,39044 BILTMORE AVE,,,GONZALES,LA,70737,7697,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,LA**005,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,17000.00,2315.40,NON
